"reviewsCount","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","categoryName","location/lat","location/lng","totalScore","rank","price","street","url","imageUrl","state","phone","countryCode","address","city","website","description","googleFoodUrl","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","language","postalCode","title"
"3","Kedai Sarapan & Makan Siang","Restoran ikan",,,,,,"Selasa","08.00 to 21.56","Rabu","08.00 to 21.56","Kamis","08.00 to 21.56","Jumat","08.00 to 21.56","Sabtu","08.00 to 21.56","Minggu","Tutup","Senin","08.00 to 21.56","false","Kedai Sarapan & Makan Siang","0.4834889","101.5046798","5","38",,"FGM3+9VV, Jl. Bukit Barisan","https://www.google.com/maps/search/?api=1&query=Masakan%20rumahan%20ikan%20asin%20ni%20len&query_place_id=ChIJ6wZOqFOv1TERA8dWapB7WVk","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KFlqR46CEP2r76vm-gfdgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.7838807&pitch=0&thumbfov=100","Riau","+62 823-8943-6390","ID","FGM3+9VV, Jl. Bukit Barisan, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28289, Indonesia","Kota Pekanbaru",,,,"3","0","0","0","0","id","28289","Masakan rumahan ikan asin ni len"
"19","Restoran Pecel Lele","Rumah Makan","Restoran Jawa",,,,,"Selasa","04.00 to 02.00","Rabu","04.00 to 02.00","Kamis","04.00 to 02.00","Jumat","04.00 to 02.00","Sabtu","04.00 to 02.00","Minggu","04.00 to 00.00","Senin","04.00 to 02.00","false","Restoran Pecel Lele","0.4808846","101.5090397","4.7","39",,"Jl. Sepakat Perum MKP No.152","https://www.google.com/maps/search/?api=1&query=Pecel%20Lele%20Mbak%20Ayu&query_place_id=ChIJ6eFrCzOu1TER2eIg0gb1lyM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npAS6Et0IAFulwXu3huMfGZavMRI1XgyP5fu0ZXbzq6p_KxDl62HJIkrLEW4qXcQQ_9CSuU12CWKy4EgpGDyvbJANErp6BbMDx12haz-SCyevMtHs2EW-yMUheMZr4IH33hZDmf=w426-h240-k-no","Riau","+62 852-6325-0853","ID","Jl. Sepakat Perum MKP No.152, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28289, Indonesia","Kota Pekanbaru",,,,"15","3","0","1","0","id","28289","Pecel Lele Mbak Ayu"
"140","Restoran Padang","Restoran Indonesia",,,,,,"Selasa","09.00 to 22.00","Rabu","09.00 to 22.00","Kamis","09.00 to 22.00","Jumat","09.00 to 22.00","Sabtu","09.00 to 22.00","Minggu","09.00 to 22.00","Senin","09.00 to 22.00","false","Restoran Padang","0.5010906","101.4732463","4.3","41",,"GF2F+C7Q, Jl. Darussalam","https://www.google.com/maps/search/?api=1&query=RM%20Ampera%20Bukit%20Tinggi&query_place_id=ChIJUxZtBIyu1TERd1OAMmanSPQ","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npFschjuwCVlb1z95LtkXgd2lMSbfmJnIIXpaRSnJ06MAVKy9ysP_D-XA8jhW1JBZ32e83nvvsOWvvQocwuVUXHbtuXAKbUUOyGPLzmghsBztB1bjamwGhRRGJXB5gY-viUZ0zl9w=w408-h306-k-no","Riau",,"ID","GF2F+C7Q, Jl. Darussalam, Tengkerang Utara, Kec. Bukit Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"80","37","6","15","2","id","28131","RM Ampera Bukit Tinggi"
"3","Restoran Cepat Saji",,,,,,,,,,,,,,,,,,,,,"false","Restoran Cepat Saji","0.5147154","101.4878474","5","43",,,"https://www.google.com/maps/search/?api=1&query=Fast%20Food%20Restaurant&query_place_id=ChIJ69bwh3iu1TERUHqWh3GB39s","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npaA0mXT4L_VUxjfGl-fh4QxVzz8OYMicfXmyRe9PBHJjj6_cZZFhDFRI6BLE5mhwhTrM1yzzQtLwfb3N4uz9XKQJ4xoKFgajzVgDX-GcNMG1MsU9NW4xR9Z-rNYYNagKg7TIdV=w408-h544-k-no","Riau",,"ID","Bencah Lesung, Kec. Tenayan Raya, Kota Pekanbaru, Riau, Indonesia","Kota Pekanbaru",,,,"3","0","0","0","0","id",,"Fast Food Restaurant"
"67","Restoran Padang","Rumah Makan",,,,,,"Selasa","06.00 to 22.00","Rabu","06.00 to 22.00","Kamis","06.00 to 22.00","Jumat","06.00 to 22.00","Sabtu","06.00 to 22.00","Minggu","06.00 to 22.00","Senin","06.00 to 22.00","false","Restoran Padang","0.5176201","101.4841461","4.5","45","$","Jl. Hangtuah No.106","https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Aroma%20Cempaka&query_place_id=ChIJnySCPy6s1TERXuuSL1BJRyw","https://lh3.googleusercontent.com/p/AF1QipMvX12HSTbxJJt35P5RFMjlL_B3m-VHz_JAOxVU=w408-h306-k-no","Riau","+62 822-8624-8840","ID","Jl. Hangtuah No.106, Rejosari, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"49","9","3","5","1","id","28131","Rumah Makan Aroma Cempaka"
"53","Restoran Padang","Rumah Makan",,,,,,"Selasa","08.00 to 22.00","Rabu","08.00 to 22.00","Kamis","08.00 to 22.00","Jumat","08.00 to 22.00","Sabtu","08.00 to 22.00","Minggu","08.00 to 22.00","Senin","08.00 to 22.00","false","Restoran Padang","0.4884274","101.5179892","4.4","47",,"Jl. Lintas Sumatra No.Km.11","https://www.google.com/maps/search/?api=1&query=Ampera%20Berkah&query_place_id=ChIJi87neYWv1TERGwMVk9Sdfg0","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnxdyd2IX3ZrR9Ff3BdEiqnHYYThdrkooOK-K7cgpd1XDTWsGYcMqofSz85FvrCDlRabecKEzRfOiBm1ghPz5kvUn2pQoHW_Li6zAapUaFbuPCtfywDLDfA3I5ai9POcA6k7GmTA=w425-h240-k-no","Riau","+62 853-5591-7247","ID","Jl. Lintas Sumatra No.Km.11, Sialang Sakti, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28285, Indonesia","Kota Pekanbaru",,,,"35","9","2","6","1","id","28285","Ampera Berkah"
"1","Restoran Sate",,,,,,,,,,,,,,,,,,,,,"false","Restoran Sate","0.506108","101.4989819","5","48",,"depan new hotel, Jl. Hangtuah","https://www.google.com/maps/search/?api=1&query=Sate%20sungayang%20jaya%20jr%204&query_place_id=ChIJv_F8Qzav1TERzqNqbSwYOqk","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cQLqBIIGQgSBSSR31YOlRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=205.4664&pitch=0&thumbfov=100","Riau","+62 822-8453-6819","ID","depan new hotel, Jl. Hangtuah, Bencah Lesung, hollie, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"1","0","0","0","0","id","28131","Sate sungayang jaya jr 4"
"3","Restoran Sate",,,,,,,"Selasa","15.00 to 00.00","Rabu","15.00 to 00.00","Kamis","15.00 to 00.00","Jumat","15.00 to 00.00","Sabtu","15.00 to 00.00","Minggu","15.00 to 00.00","Senin","15.00 to 00.00","false","Restoran Sate","0.4960204","101.5014521","5","49",,"FGW2+CH4, Jl. Imam Munandar","https://www.google.com/maps/search/?api=1&query=Sate%20Pariaman%20kota%20Tabuik%20(ajo%20mudo)&query_place_id=ChIJE3ieIK-v1TERDrf9-_Tk-JA","https://lh3.googleusercontent.com/gps-cs-s/AC9h4novAPGSx2rbty1pcL2rVBFhORAkOf-QBVUxLE8wv-6VN5ZXVByh2nqylXwnrCI0_nqXTtOhXQXJb8I0gOIKQ6LtpH7KZHm2j3uHIJwLOFf19Ghex8DHwM9N7qlGVJkqX17p8lUYxA=w408-h725-k-no","Riau","+62 831-8102-0171","ID","FGW2+CH4, Jl. Imam Munandar, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28282, Indonesia","Kota Pekanbaru","https://www.facebook.com/wilnaagustin.wilnaagustin",,,"3","0","0","0","0","id","28282","Sate Pariaman kota Tabuik (ajo mudo)"
"310","Restoran Pizza","Layanan Pesan-Antar Pizza","Stan Pizza",,,,,"Selasa","10.00 to 00.00","Rabu","10.00 to 00.00","Kamis","10.00 to 00.00","Jumat","10.00 to 00.00","Sabtu","10.00 to 00.00","Minggu","10.00 to 00.00","Senin","10.00 to 00.00","false","Restoran Pizza","0.5008163","101.4723787","4.4","50","$$","Jl. Harapan Raya No.253, Tengkerang Labuai Kec. Bukit Raya","https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJ300rq7ev1TERibx6ZN9Z4kY","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nof4SV6se1Mv6-hg6_B8W5pbdxvjyavXy_9IMJ4TeuxiPF0fR11xLeL7H8cO1937CL6tSoLb20rIAXXJZBLcnSUWbV9IS01r0K9phX2kaUl39AjbfhtyguZDc-h_S4uavO32l4S=w408-h544-k-no","Riau","+62 1 500 366","ID","Jl. Harapan Raya No.253, Tengkerang Labuai Kec. Bukit Raya, Kec. Sukajadi, Kota Pekanbaru, Riau 28126, Indonesia","Kota Pekanbaru","https://pizza-restoran.dominos.co.id/domino-s-pizza-dominos-harapan-raya-pekanbaru-pizza-restaurant-sukajadi-pekanbaru-171534/Home?utm_source=locator&utm_medium=googleplaces","Franchise pesan antar/bawa pulang dengan berbagai macam piza & beragam hidangan & makanan pendamping lainnya.",,"225","44","23","14","4","id","28126","Domino's Pizza"
"2","Restoran Padang",,,,,,,"Selasa","10.00 to 22.00","Rabu","10.00 to 22.00","Kamis","10.00 to 22.00","Jumat","10.00 to 22.00","Sabtu","10.00 to 22.00","Minggu","10.00 to 22.00","Senin","10.00 to 22.00","false","Restoran Padang","0.5012392","101.4716688","5","51",,"Jl. Banda Aceh No.19","https://www.google.com/maps/search/?api=1&query=Ampera%20Ona&query_place_id=ChIJiX01Joyu1TER1xTnCmEnxJo","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z9JOba-0vtN5phk3dztSyg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.00381&pitch=0&thumbfov=100","Riau","+62 812-7515-2111","ID","Jl. Banda Aceh No.19, Tengkerang Utara, Kec. Bukit Raya, Kota Pekanbaru, Riau 28126, Indonesia","Kota Pekanbaru",,,,"2","0","0","0","0","id","28126","Ampera Ona"
"17","Restoran Sate",,,,,,,"Selasa","13.00 to 23.30","Rabu","13.00 to 23.30","Kamis","13.00 to 23.30","Jumat","13.00 to 23.30","Sabtu","13.00 to 23.30","Minggu","13.00 to 23.30","Senin","13.00 to 23.30","false","Restoran Sate","0.4948432","101.4840996","4.1","52",,"Jl. Harapan Raya No.325f","https://www.google.com/maps/search/?api=1&query=Sate%20YSL%20Pekanbaru%20Harapan%20Raya&query_place_id=ChIJX6ZgNp2v1TERuShbtzKrJpc","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nreSiU0XfpujOLPFCQ4mM4HCn6VHC8FjatTP6bfvlccjFkciJxlnH7GLTsUB4t4wktqOsoDxk9ynd31-6uOx9MgLAguDXJnZ5nnW3gAKhYu9ZO3xBlxHx3DGtirpzw3643Met0=w408-h544-k-no","Riau",,"ID","Jl. Harapan Raya No.325f, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"9","4","1","2","1","id","28131","Sate YSL Pekanbaru Harapan Raya"
"138","Restoran Padang","Rumah Makan",,,,,,"Selasa","09.00 to 22.00","Rabu","09.00 to 22.00","Kamis","09.00 to 22.00","Jumat","09.00 to 22.00","Sabtu","09.00 to 22.00","Minggu","09.00 to 22.00","Senin","09.00 to 22.00","false","Restoran Padang","0.4913817","101.4867522","4.3","53","$","Jl. Bukit Barisan No.Kelurahan","https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Bagonjong&query_place_id=ChIJ8azPk1uu1TERU1SLW1emBR4","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqTjFamHHEnOonymQ3en1ieD36e4U_5l5ljXKW6nvdaenVO2Gq3FtvKe_72sKbesY5rU6xl2acymr9suyveYc_UeCEt6NGWIoMyS5pqzvXBJcarSCUaHA9n9XQs_zKYmapmB8Zl=w408-h306-k-no","Riau","+62 812-6131-0336","ID","Jl. Bukit Barisan No.Kelurahan, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"79","37","4","15","3","id","28131","Rumah Makan Bagonjong"
"284","Restoran Padang","Rumah Makan",,,,,,"Selasa","06.30 to 22.00","Rabu","06.30 to 22.00","Kamis","06.30 to 22.00","Jumat","06.30 to 22.00","Sabtu","06.30 to 22.00","Minggu","06.30 to 22.00","Senin","06.30 to 22.00","false","Restoran Padang","0.5046353","101.501556","4.3","54","$$","Jl. Hangtuah","https://www.google.com/maps/search/?api=1&query=RUMAH%20MAKAN%20BUNDA%202&query_place_id=ChIJtUf9NW2u1TERtBI52_sljcQ","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqZZxjGASwjGarWz_kqGraZxa-1-YIMRFl2xubj8GgU-PnzOiDLnfvotINH_QawMxGnOKZOQLY9p6M7c1BkRRm02DXfr39SN2aOq5KG2X08LzlG-lLeXISBWCw0pZ24hhvODaJP=w408-h544-k-no","Riau","+62 822-8929-0942","ID","Jl. Hangtuah, Sialang Sakti, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"173","57","15","28","11","id","28131","RUMAH MAKAN BUNDA 2"
"4","Restoran Dim Sum",,,,,,,"Selasa","10.00 to 21.00","Rabu","10.00 to 21.00","Kamis","10.00 to 21.00","Jumat","09.00 to 21.00","Sabtu","10.00 to 21.00","Minggu","10.00 to 21.00","Senin","10.00 to 21.00","false","Restoran Dim Sum","0.5051975","101.4867345","4","55",,"Jl. Moroseneng","https://www.google.com/maps/search/?api=1&query=Dimsum.pku&query_place_id=ChIJY6MkVJCv1TERUFRR2SOzuuo","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nquofwcQ9vX8sfFZnYoMWuhxkAtnCqAbdvfZBV6_JdHSYTU8VdArHZrKM7MrfQcPOB9ko5Fw1hzPt17uWvYgOgQk_HFcBQY3P4PiaRizAZp7_VZiGwLAggR9jgY4ylgr_647tZ3=w408-h544-k-no","Riau","+62 853-6328-6566","ID","Jl. Moroseneng, Bencah Lesung, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"3","0","1","0","0","id","28131","Dimsum.pku"
"1","Restoran Nasi Goreng",,,,,,,,,,,,,,,,,,,,,"false","Restoran Nasi Goreng","0.5056847","101.500252","5","56",,"GG42+83P","https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Ulya%202&query_place_id=ChIJ241dOACv1TERC1CX3-KyuRY","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJjHKgAAS6IhvXfX-zCbKC9MBUot_dtZ6x1ewtOjLpZbtZEqZrZlosc9x7tfUkZrIkSMqwmC8oDENGrVIJbDXeNB1KJcIhiK4qtczSnGrMFo1AGZKKOs5arI_4UhMGo_PfLUgc=w408-h725-k-no","Riau",,"ID","GG42+83P, Bencah Lesung, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"1","0","0","0","0","id","28131","Nasi Goreng Ulya 2"
"22","Restoran Betawi","Restoran Nasi Uduk",,,,,,"Selasa","15.00 to 00.30","Rabu","15.00 to 00.30","Kamis","15.00 to 00.30","Jumat","15.00 to 00.30","Sabtu","15.00 to 00.30","Minggu","15.00 to 00.30","Senin","15.00 to 00.30","false","Restoran Betawi","0.4906671","101.4872636","4.2","57",,"Jl. Bukit Barisan","https://www.google.com/maps/search/?api=1&query=Waroeng%20Nasi%20Uduk%20Cak%20Ari&query_place_id=ChIJOzZzo1uu1TERAddRW0pFA50","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrgupXiRW5co2oO9UsA7badD2d2vw9bOGLLChX3yMTtBH5nwnZu0CMk8K1c3GuOh_VE7t3ivhJrgnyH6r0DHB_4ic2YszXhK3J9EuFbDU93kvShF3OAOY9YvzpFJU9mqgQCaA=w408-h306-k-no","Riau",,"ID","Jl. Bukit Barisan, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"12","6","2","2","0","id","28131","Waroeng Nasi Uduk Cak Ari"
"1","Restoran Padang","Rumah Makan",,,,,,"Selasa","07.00 to 22.00","Rabu","07.00 to 22.00","Kamis","07.00 to 22.00","Jumat","07.00 to 22.00","Sabtu","07.00 to 22.00","Minggu","07.00 to 22.00","Senin","07.00 to 22.00","false","Restoran Padang","0.4944298","101.4843212","5","58",,"Jl. Imam Munandar No.42","https://www.google.com/maps/search/?api=1&query=RM.%20Ampera%20Lintau%20Uni%20Jas&query_place_id=ChIJfeQWUz-v1TERsVctAGmU-ms","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nokg3p3MmcCMoHIXY8Qhuni3C9BesdAgQJcDd6Zdy11z-oj7Qbp1Flnr5XQ-nRQXxkmtx5sTLgqtj6wXytKBm6Rt0tD2ikq2OeNYZU1rjyszfntgwn61_GaDV9_R1rPv9qXXkU=w408-h306-k-no","Riau","+62 812-7043-1325","ID","Jl. Imam Munandar No.42, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"1","0","0","0","0","id","28131","RM. Ampera Lintau Uni Jas"
"29","Restoran Pecel Lele",,,,,,,"Selasa","06.30 to 01.00","Rabu","06.30 to 01.00","Kamis","06.30 to 01.00","Jumat","06.30 to 01.00","Sabtu","06.30 to 01.00","Minggu","06.30 to 01.00","Senin","06.30 to 01.00","false","Restoran Pecel Lele","0.4880145","101.4907855","4.4","59",,"FFQR+683, Jl. Aur Duri","https://www.google.com/maps/search/?api=1&query=Pecel%20Lele%20Cah%20Gilang&query_place_id=ChIJL9odU0Wu1TERJK72p1vLgNo","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqSjHfE3YzuMN8lW9ZYSwow6d7wuwhuXzlybgXbMMgOWYJGecXQ2GNnNxhsI8SwcvBsXqlzLkqLEgemtEafPMDxJGVlr2sFpTfmUcuJuyMu-uES_ZFAU-Ry_EaUMs3AKErsAzeJJg=w408-h306-k-no","Riau","+62 852-6525-3838","ID","FFQR+683, Jl. Aur Duri, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"21","4","2","0","2","id","28131","Pecel Lele Cah Gilang"
"1","Restoran Soto Ayam","Restoran soto",,,,,,"Selasa","10.00 to 20.00","Rabu","10.00 to 20.00","Kamis","10.00 to 20.00","Jumat","10.00 to 20.00","Sabtu","10.00 to 20.00","Minggu","10.00 to 20.00","Senin","10.00 to 20.00","false","Restoran Soto Ayam","0.492449","101.5041199","5","60",,"Gg. Jogja","https://www.google.com/maps/search/?api=1&query=Soto%20Bagan%20Syafaat%20(SBS)&query_place_id=ChIJqwwAMemv1TERSfSoxli8_Ys","https://lh3.googleusercontent.com/p/AF1QipNWM1qW06b47jFdO-QVgKliRxUNDeWW61Kj4Hhh=w426-h240-k-no","Riau","+62 812-7895-4509","ID","Gg. Jogja, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"1","0","0","0","0","id","28131","Soto Bagan Syafaat (SBS)"
"1","Kedai Sarapan & Makan Siang",,,,,,,,,,,,,,,,,,,,,"false","Kedai Sarapan & Makan Siang","0.4832263","101.5280246","4","41",,"FGMH+76V","https://www.google.com/maps/search/?api=1&query=Timpu%20Resto&query_place_id=ChIJq9eiZgCx1TERlBtBK9VmajE","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqEVE-4_1gYiC35heaSz_IHr0-mgRkGGqA7jiHkYEiBgHTkbSTN1RUGEpJ8KFuMLYeu-wb8RA8waj8mvFVNke-CPJQngYFJ7exNjaa8l2HH-E51U2osGnNcqt0nJMu0vVQFAczF=w408-h905-k-no","Riau",,"ID","FGMH+76V, Kulim, Kec. Tenayan Raya, Kota Pekanbaru, Riau, Indonesia","Kota Pekanbaru",,,,"0","1","0","0","0","id",,"Timpu Resto"
"54","Restoran Padang",,,,,,,"Selasa","10.00 to 20.00","Rabu","10.00 to 20.00","Kamis","10.00 to 20.00","Jumat","10.00 to 20.00","Sabtu","10.00 to 20.00","Minggu","10.00 to 20.00","Senin","10.00 to 20.00","false","Restoran Padang","0.4728883","101.5432982","4.2","43",,"FGFV+583, Jl. Lintas Sumatra","https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Uniang&query_place_id=ChIJSThLmDaw1TERe7Q2I7nnxkE","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nptt_9tbSzLSMb3Xv2HUqmQHstYx4YoNMkQ0_pwEcnflxcH7ar3w5zdmQTAmLqAEfdsYOZFglUJbPukb1y6SNNu1cXGT7DNpowrNHulXxi4sjBaOIjqWpYGI6UArrTI0JU8xX1n=w408-h544-k-no","Riau",,"ID","FGFV+583, Jl. Lintas Sumatra, Kulim, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28282, Indonesia","Kota Pekanbaru",,,,"27","14","1","10","2","id","28282","Rumah Makan Uniang"
"22","Restoran Sate",,,,,,,"Selasa","16.30 to 00.00","Rabu","16.30 to 00.00","Kamis","16.30 to 00.00","Jumat","16.30 to 00.00","Sabtu","16.30 to 00.00","Minggu","16.30 to 00.00","Senin","16.30 to 00.00","false","Restoran Sate","0.4781071","101.5110257","4.8","45",,"FGH6+6CR, Jl. Sepakat Perum MKP","https://www.google.com/maps/search/?api=1&query=SATE%20TOGE%20TRIO%20F&query_place_id=ChIJJZrILM2v1TERJR2oZ5OISsM","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-YTx4NlVZZ1Z8_BJBwWdBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.49805&pitch=0&thumbfov=100","Riau","+62 812-7666-496","ID","FGH6+6CR, Jl. Sepakat Perum MKP, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28289, Indonesia","Kota Pekanbaru",,,,"17","5","0","0","0","id","28289","SATE TOGE TRIO F"
"17","Restoran Masakan Ayam",,,,,,,"Selasa","11.00 to 23.00","Rabu","11.00 to 23.00","Kamis","11.00 to 23.00","Jumat","11.00 to 23.00","Sabtu","11.00 to 23.00","Minggu","11.00 to 23.00","Senin","11.00 to 23.00","false","Restoran Masakan Ayam","0.4694172","101.5092684","4.2","46",,"Jl. Bhakti Husada","https://www.google.com/maps/search/?api=1&query=Ayam%20Bakar%20Super%20Josss&query_place_id=ChIJac1rlIiv1TERNUZ47qYhoSk","https://lh3.googleusercontent.com/p/AF1QipM7QfYvOFGORu5hBnWzzM_SeQb9jb-D2Nq-Dmpc=w426-h240-k-no","Riau","+62 813-6542-5659","ID","Jl. Bhakti Husada, Kulim, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28289, Indonesia","Kota Pekanbaru",,,,"9","5","1","1","1","id","28289","Ayam Bakar Super Josss"
"10","Restoran Masakan Ayam",,,,,,,"Selasa","06.00 to 20.00","Rabu","06.00 to 20.00","Kamis","06.00 to 20.00","Jumat","06.00 to 20.00","Sabtu","06.00 to 20.00","Minggu","06.00 to 20.00","Senin","06.00 to 20.00","false","Restoran Masakan Ayam","0.4840302","101.5057948","3.9","47",,,"https://www.google.com/maps/search/?api=1&query=Pangeran%20Fried%20Chicken&query_place_id=ChIJ_3spbm2v1TERXtB0dtV7Bhk","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nod5YXxl5toOR12soWdFKYC_l8-uj1ckyI1vnhVM1jQpmK8_-uii2FdjPtisfyLXnRYlMw4odFp8nSARiW6B7yTttCdqSCbHoKe6D-2dHfUsoShqLUW8H7Cvg9WOhYtWYxU9r-l6A=w408-h544-k-no","Riau","+62 821-7259-1269","ID","Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau, Indonesia","Kota Pekanbaru",,,,"6","1","2","1","0","id",,"Pangeran Fried Chicken"
"3","Warung Makanan Kecil",,,,,,,"Selasa","15.00 to 22.00","Rabu","15.00 to 22.00","Kamis","15.00 to 22.00","Jumat","15.00 to 22.00","Sabtu","15.00 to 22.00","Minggu","15.00 to 22.00","Senin","15.00 to 22.00","false","Warung Makanan Kecil","0.4752797","101.5154644","5","48",,"Jl. Lintas Sumatra","https://www.google.com/maps/search/?api=1&query=Lumpia%20Goweng%20Bang%20Kokom&query_place_id=ChIJKw1dc8yv1TERLuiL54FKxPY","https://lh3.googleusercontent.com/p/AF1QipMZgqkRbAXOspvo7mWIf58PvalS9n277o0BNiCj=w408-h544-k-no","Riau","+62 821-7032-3322","ID","Jl. Lintas Sumatra, Kulim, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28286, Indonesia","Kota Pekanbaru",,,,"3","0","0","0","0","id","28286","Lumpia Goweng Bang Kokom"
"144","Restoran Timur Tengah","Restoran",,,,,,"Selasa","16.30 to 01.00","Rabu","16.30 to 01.00","Kamis","16.30 to 01.00","Jumat","16.30 to 01.00","Sabtu","16.30 to 01.00","Minggu","16.30 to 01.00","Senin","16.30 to 01.00","false","Restoran Timur Tengah","0.4751044","101.5139559","4.3","49",,"Jl. Sepakat","https://www.google.com/maps/search/?api=1&query=Bofet%20belubus%20Sony&query_place_id=ChIJuQ5wcdKv1TERpFIYK3E_rus","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np6K29NGCbXp2xgId7AgEcJ4p4XbzPhT4jbtSBVuv64XG5ZnHrSsrdg9HJrnjK4nTZV9HocFuzgq84bLto9qKnru3Z4lIj2FWTCPkeut5cFgOGbPQ2PcFLF40yQprX-dhxX0UYp=w426-h240-k-no","Riau","+62 813-6524-3389","ID","Jl. Sepakat, Kulim, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28289, Indonesia","Kota Pekanbaru",,,,"90","30","8","12","4","id","28289","Bofet belubus Sony"
"528","Restoran Sate",,,,,,,"Selasa","07.00 to 20.00","Rabu","07.00 to 20.00","Kamis","07.00 to 20.00","Jumat","07.00 to 20.00","Sabtu","07.00 to 20.00","Minggu","07.00 to 20.00","Senin","07.00 to 20.00","false","Restoran Sate","0.4726473","101.5444339","4.1","50","$$","FGFV+3Q3","https://www.google.com/maps/search/?api=1&query=Sate%20Kambing%20Pak%20Sugeng&query_place_id=ChIJi2oViTaw1TERTy34HxEcQgk","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noqy_uLbkYsqvRqj7qNM80o4P5Ambym5AQE7UKUCzwB7rVZ6RvN6Y-euFXSaGCzBTEVKY0d9OxqTJXkcSTQ6YnMQnJdKFMZlUjs6cr-EEsHke5NwGPKMFDYMHLnuwbF6TsE32yW=w426-h240-k-no","Riau",,"ID","FGFV+3Q3, Kulim, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28282, Indonesia","Kota Pekanbaru",,,,"260","141","31","76","20","id","28282","Sate Kambing Pak Sugeng"
